,REV_ID,score,compound,sentiment,label,sexist score
947,743,"{'neg': 0.055, 'neu': 0.83, 'pos': 0.114, 'compound': 0.7964}",0.7964,pos,not sexist,0.998292506
948,1485,"{'neg': 0.054, 'neu': 0.822, 'pos': 0.124, 'compound': 0.9958}",0.9958,pos,not sexist,0.998292506
949,1905,"{'neg': 0.055, 'neu': 0.771, 'pos': 0.174, 'compound': 0.9934}",0.9934,pos,not sexist,0.998314857
950,903,"{'neg': 0.043, 'neu': 0.849, 'pos': 0.108, 'compound': 0.9615}",0.9615,pos,not sexist,0.998314857
951,1951,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.8934}",0.8934,pos,not sexist,0.998314857
952,1645,"{'neg': 0.007, 'neu': 0.839, 'pos': 0.154, 'compound': 0.9876}",0.9876,pos,not sexist,0.998314857
953,1370,"{'neg': 0.088, 'neu': 0.793, 'pos': 0.119, 'compound': 0.7028}",0.7028,pos,not sexist,0.998314857
954,1703,"{'neg': 0.135, 'neu': 0.718, 'pos': 0.147, 'compound': 0.5079}",0.5079,pos,not sexist,0.998314857
955,1967,"{'neg': 0.056, 'neu': 0.77, 'pos': 0.174, 'compound': 0.9601}",0.9601,pos,not sexist,0.998314857
956,1963,"{'neg': 0.028, 'neu': 0.562, 'pos': 0.41, 'compound': 0.9832}",0.9832,pos,not sexist,0.998314857
957,1832,"{'neg': 0.075, 'neu': 0.797, 'pos': 0.128, 'compound': 0.984}",0.984,pos,not sexist,0.998314857
958,1709,"{'neg': 0.186, 'neu': 0.645, 'pos': 0.169, 'compound': -0.7902}",-0.7902,neg,not sexist,0.998353124
959,1069,"{'neg': 0.12, 'neu': 0.708, 'pos': 0.172, 'compound': 0.9761}",0.9761,pos,not sexist,0.998353124
960,1708,"{'neg': 0.08, 'neu': 0.766, 'pos': 0.154, 'compound': 0.9764}",0.9764,pos,not sexist,0.998353124
961,1522,"{'neg': 0.064, 'neu': 0.747, 'pos': 0.19, 'compound': 0.9994}",0.9994,pos,not sexist,0.998353124
962,1757,"{'neg': 0.159, 'neu': 0.721, 'pos': 0.12, 'compound': -0.8101}",-0.8101,neg,not sexist,0.998353124
963,1247,"{'neg': 0.112, 'neu': 0.751, 'pos': 0.137, 'compound': 0.9814}",0.9814,pos,not sexist,0.998353124
964,1304,"{'neg': 0.089, 'neu': 0.792, 'pos': 0.12, 'compound': 0.6345}",0.6345,pos,not sexist,0.998353124
965,1295,"{'neg': 0.052, 'neu': 0.79, 'pos': 0.158, 'compound': 0.9903}",0.9903,pos,not sexist,0.998353124
966,1294,"{'neg': 0.021, 'neu': 0.787, 'pos': 0.193, 'compound': 0.9708}",0.9708,pos,not sexist,0.998353124
967,1766,"{'neg': 0.073, 'neu': 0.717, 'pos': 0.21, 'compound': 0.9859}",0.9859,pos,not sexist,0.998353124
968,1204,"{'neg': 0.068, 'neu': 0.793, 'pos': 0.139, 'compound': 0.9768}",0.9768,pos,not sexist,0.998353124
969,1579,"{'neg': 0.099, 'neu': 0.715, 'pos': 0.186, 'compound': 0.9722}",0.9722,pos,not sexist,0.998353124
970,1570,"{'neg': 0.062, 'neu': 0.795, 'pos': 0.142, 'compound': 0.9931}",0.9931,pos,not sexist,0.998353124
971,1479,"{'neg': 0.041, 'neu': 0.766, 'pos': 0.193, 'compound': 0.9906}",0.9906,pos,not sexist,0.998353124
972,1569,"{'neg': 0.141, 'neu': 0.754, 'pos': 0.105, 'compound': -0.8405}",-0.8405,neg,not sexist,0.998353124
973,1504,"{'neg': 0.05, 'neu': 0.683, 'pos': 0.267, 'compound': 0.9931}",0.9931,pos,not sexist,0.998353124
974,1229,"{'neg': 0.019, 'neu': 0.59, 'pos': 0.39, 'compound': 0.9967}",0.9967,pos,not sexist,0.998353124
975,1246,"{'neg': 0.068, 'neu': 0.422, 'pos': 0.51, 'compound': 0.9839}",0.9839,pos,not sexist,0.998353124
976,1521,"{'neg': 0.102, 'neu': 0.871, 'pos': 0.028, 'compound': -0.7559}",-0.7559,neg,not sexist,0.998353124
977,1756,"{'neg': 0.046, 'neu': 0.677, 'pos': 0.277, 'compound': 0.9898}",0.9898,pos,not sexist,0.998353124
978,1839,"{'neg': 0.077, 'neu': 0.788, 'pos': 0.135, 'compound': 0.9856}",0.9856,pos,not sexist,0.998353124
979,984,"{'neg': 0.141, 'neu': 0.675, 'pos': 0.185, 'compound': 0.9636}",0.9636,pos,not sexist,0.998353124
980,780,"{'neg': 0.103, 'neu': 0.807, 'pos': 0.09, 'compound': -0.4965}",-0.4965,neg,not sexist,0.998353124
981,954,"{'neg': 0.089, 'neu': 0.762, 'pos': 0.149, 'compound': 0.8074}",0.8074,pos,not sexist,0.998353124
982,372,"{'neg': 0.031, 'neu': 0.731, 'pos': 0.238, 'compound': 0.9661}",0.9661,pos,not sexist,0.998353124
983,828,"{'neg': 0.052, 'neu': 0.57, 'pos': 0.378, 'compound': 0.9274}",0.9274,pos,not sexist,0.998353124
984,270,"{'neg': 0.02, 'neu': 0.775, 'pos': 0.205, 'compound': 0.9929}",0.9929,pos,not sexist,0.998353124
985,827,"{'neg': 0.021, 'neu': 0.8, 'pos': 0.179, 'compound': 0.9988}",0.9988,pos,not sexist,0.998353124
986,947,"{'neg': 0.007, 'neu': 0.568, 'pos': 0.425, 'compound': 0.9991}",0.9991,pos,not sexist,0.998353124
987,938,"{'neg': 0.061, 'neu': 0.725, 'pos': 0.214, 'compound': 0.9998}",0.9998,pos,not sexist,0.998353124
988,450,"{'neg': 0.048, 'neu': 0.844, 'pos': 0.107, 'compound': 0.9788}",0.9788,pos,not sexist,0.998353124
989,762,"{'neg': 0.12, 'neu': 0.699, 'pos': 0.181, 'compound': 0.9562}",0.9562,pos,not sexist,0.998353124
990,447,"{'neg': 0.044, 'neu': 0.794, 'pos': 0.162, 'compound': 0.9981}",0.9981,pos,not sexist,0.998353124
991,393,"{'neg': 0.103, 'neu': 0.673, 'pos': 0.224, 'compound': 0.9989}",0.9989,pos,not sexist,0.998353124
992,291,"{'neg': 0.065, 'neu': 0.726, 'pos': 0.209, 'compound': 0.9789}",0.9789,pos,not sexist,0.998353124
993,292,"{'neg': 0.042, 'neu': 0.843, 'pos': 0.115, 'compound': 0.9819}",0.9819,pos,not sexist,0.998353124
994,402,"{'neg': 0.152, 'neu': 0.699, 'pos': 0.149, 'compound': 0.0516}",0.0516,pos,not sexist,0.998353124
995,917,"{'neg': 0.184, 'neu': 0.688, 'pos': 0.128, 'compound': -0.8006}",-0.8006,neg,not sexist,0.998353124
996,779,"{'neg': 0.189, 'neu': 0.643, 'pos': 0.169, 'compound': -0.936}",-0.936,neg,not sexist,0.998353124
997,914,"{'neg': 0.092, 'neu': 0.74, 'pos': 0.168, 'compound': 0.981}",0.981,pos,not sexist,0.998353124
998,426,"{'neg': 0.039, 'neu': 0.717, 'pos': 0.243, 'compound': 0.9972}",0.9972,pos,not sexist,0.998353124
999,421,"{'neg': 0.091, 'neu': 0.832, 'pos': 0.078, 'compound': -0.5649}",-0.5649,neg,not sexist,0.998353124
1000,23,"{'neg': 0.035, 'neu': 0.728, 'pos': 0.237, 'compound': 0.9868}",0.9868,pos,not sexist,0.998353124
1001,502,"{'neg': 0.055, 'neu': 0.7, 'pos': 0.245, 'compound': 0.9875}",0.9875,pos,not sexist,0.998353124
1002,517,"{'neg': 0.068, 'neu': 0.688, 'pos': 0.245, 'compound': 0.9997}",0.9997,pos,not sexist,0.998353124
1003,309,"{'neg': 0.065, 'neu': 0.704, 'pos': 0.23, 'compound': 0.9976}",0.9976,pos,not sexist,0.998353124
1004,480,"{'neg': 0.037, 'neu': 0.866, 'pos': 0.097, 'compound': 0.7783}",0.7783,pos,not sexist,0.998353124
1005,471,"{'neg': 0.032, 'neu': 0.914, 'pos': 0.054, 'compound': 0.292}",0.292,pos,not sexist,0.998353124
1006,969,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.993}",0.993,pos,not sexist,0.998353124
1007,602,"{'neg': 0.065, 'neu': 0.807, 'pos': 0.128, 'compound': 0.9939}",0.9939,pos,not sexist,0.998353124
1008,837,"{'neg': 0.142, 'neu': 0.778, 'pos': 0.079, 'compound': -0.9238}",-0.9238,neg,not sexist,0.998353124
1009,487,"{'neg': 0.038, 'neu': 0.823, 'pos': 0.14, 'compound': 0.9893}",0.9893,pos,not sexist,0.998353124
1010,737,"{'neg': 0.139, 'neu': 0.725, 'pos': 0.137, 'compound': 0.7992}",0.7992,pos,not sexist,0.998353124
1011,11,"{'neg': 0.142, 'neu': 0.705, 'pos': 0.152, 'compound': 0.35}",0.35,pos,not sexist,0.998464584
1012,5,"{'neg': 0.073, 'neu': 0.766, 'pos': 0.162, 'compound': 0.9937}",0.9937,pos,not sexist,0.998593152
1013,9,"{'neg': 0.077, 'neu': 0.756, 'pos': 0.167, 'compound': 0.9906}",0.9906,pos,not sexist,0.998596013
1014,1,"{'neg': 0.099, 'neu': 0.811, 'pos': 0.09, 'compound': -0.1779}",-0.1779,neg,not sexist,0.998755455
1015,326,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.983}",0.983,pos,not sexist,0.998963952
1016,324,"{'neg': 0.035, 'neu': 0.798, 'pos': 0.168, 'compound': 0.9993}",0.9993,pos,not sexist,0.998963952
1017,1644,"{'neg': 0.172, 'neu': 0.753, 'pos': 0.075, 'compound': -0.9951}",-0.9951,neg,not sexist,0.998963952
1018,322,"{'neg': 0.109, 'neu': 0.688, 'pos': 0.203, 'compound': 0.9808}",0.9808,pos,not sexist,0.998963952
1019,1612,"{'neg': 0.06, 'neu': 0.781, 'pos': 0.159, 'compound': 0.9895}",0.9895,pos,not sexist,0.998963952
1020,1642,"{'neg': 0.027, 'neu': 0.874, 'pos': 0.099, 'compound': 0.9551}",0.9551,pos,not sexist,0.998963952
1021,1646,"{'neg': 0.118, 'neu': 0.741, 'pos': 0.141, 'compound': 0.1609}",0.1609,pos,not sexist,0.998963952
1022,1648,"{'neg': 0.113, 'neu': 0.73, 'pos': 0.157, 'compound': 0.9469}",0.9469,pos,not sexist,0.998963952
1023,356,"{'neg': 0.056, 'neu': 0.736, 'pos': 0.208, 'compound': 0.9836}",0.9836,pos,not sexist,0.998963952
1024,318,"{'neg': 0.056, 'neu': 0.759, 'pos': 0.185, 'compound': 0.7574}",0.7574,pos,not sexist,0.998963952
1025,1650,"{'neg': 0.057, 'neu': 0.844, 'pos': 0.098, 'compound': 0.901}",0.901,pos,not sexist,0.998963952
1026,316,"{'neg': 0.032, 'neu': 0.749, 'pos': 0.219, 'compound': 0.988}",0.988,pos,not sexist,0.998963952
1027,1652,"{'neg': 0.08, 'neu': 0.751, 'pos': 0.169, 'compound': 0.9829}",0.9829,pos,not sexist,0.998963952
1028,314,"{'neg': 0.027, 'neu': 0.552, 'pos': 0.42, 'compound': 0.993}",0.993,pos,not sexist,0.998963952
1029,1654,"{'neg': 0.037, 'neu': 0.773, 'pos': 0.189, 'compound': 0.9081}",0.9081,pos,not sexist,0.998963952
1030,312,"{'neg': 0.066, 'neu': 0.772, 'pos': 0.161, 'compound': 0.9131}",0.9131,pos,not sexist,0.998963952
1031,1656,"{'neg': 0.041, 'neu': 0.802, 'pos': 0.156, 'compound': 0.9787}",0.9787,pos,not sexist,0.998963952
1032,310,"{'neg': 0.054, 'neu': 0.76, 'pos': 0.186, 'compound': 0.994}",0.994,pos,not sexist,0.998963952
1033,320,"{'neg': 0.046, 'neu': 0.784, 'pos': 0.17, 'compound': 0.9991}",0.9991,pos,not sexist,0.998963952
1034,1640,"{'neg': 0.021, 'neu': 0.794, 'pos': 0.185, 'compound': 0.8271}",0.8271,pos,not sexist,0.998963952
1035,348,"{'neg': 0.031, 'neu': 0.694, 'pos': 0.275, 'compound': 0.9984}",0.9984,pos,not sexist,0.998963952
1036,1620,"{'neg': 0.143, 'neu': 0.782, 'pos': 0.075, 'compound': -0.9883}",-0.9883,neg,not sexist,0.998963952
1037,1618,"{'neg': 0.071, 'neu': 0.778, 'pos': 0.151, 'compound': 0.9929}",0.9929,pos,not sexist,0.998963952
1038,346,"{'neg': 0.044, 'neu': 0.739, 'pos': 0.217, 'compound': 0.9945}",0.9945,pos,not sexist,0.998963952
1039,1622,"{'neg': 0.038, 'neu': 0.69, 'pos': 0.272, 'compound': 0.9982}",0.9982,pos,not sexist,0.998963952
1040,350,"{'neg': 0.024, 'neu': 0.676, 'pos': 0.3, 'compound': 0.998}",0.998,pos,not sexist,0.998963952
1041,344,"{'neg': 0.059, 'neu': 0.763, 'pos': 0.178, 'compound': 0.9385}",0.9385,pos,not sexist,0.998963952
1042,1616,"{'neg': 0.038, 'neu': 0.748, 'pos': 0.215, 'compound': 0.9879}",0.9879,pos,not sexist,0.998963952
1043,1624,"{'neg': 0.062, 'neu': 0.709, 'pos': 0.229, 'compound': 0.9809}",0.9809,pos,not sexist,0.998963952
1044,342,"{'neg': 0.015, 'neu': 0.65, 'pos': 0.335, 'compound': 0.9951}",0.9951,pos,not sexist,0.998963952
1045,1626,"{'neg': 0.05, 'neu': 0.809, 'pos': 0.141, 'compound': 0.942}",0.942,pos,not sexist,0.998963952
1046,340,"{'neg': 0.008, 'neu': 0.905, 'pos': 0.087, 'compound': 0.9397}",0.9397,pos,not sexist,0.998963952
1047,1628,"{'neg': 0.057, 'neu': 0.81, 'pos': 0.133, 'compound': 0.9831}",0.9831,pos,not sexist,0.998963952
1048,328,"{'neg': 0.052, 'neu': 0.803, 'pos': 0.146, 'compound': 0.9906}",0.9906,pos,not sexist,0.998963952
1049,338,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.9861}",0.9861,pos,not sexist,0.998963952
1050,336,"{'neg': 0.09, 'neu': 0.828, 'pos': 0.082, 'compound': -0.3933}",-0.3933,neg,not sexist,0.998963952
1051,1658,"{'neg': 0.032, 'neu': 0.648, 'pos': 0.32, 'compound': 0.9201}",0.9201,pos,not sexist,0.998963952
1052,352,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.9955}",0.9955,pos,not sexist,0.998963952
1053,1632,"{'neg': 0.044, 'neu': 0.671, 'pos': 0.285, 'compound': 0.9845}",0.9845,pos,not sexist,0.998963952
1054,334,"{'neg': 0.065, 'neu': 0.704, 'pos': 0.23, 'compound': 0.9976}",0.9976,pos,not sexist,0.998963952
1055,1614,"{'neg': 0.086, 'neu': 0.739, 'pos': 0.175, 'compound': 0.9984}",0.9984,pos,not sexist,0.998963952
1056,1634,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.6124}",0.6124,pos,not sexist,0.998963952
1057,332,"{'neg': 0.05, 'neu': 0.713, 'pos': 0.236, 'compound': 0.9992}",0.9992,pos,not sexist,0.998963952
1058,354,"{'neg': 0.043, 'neu': 0.711, 'pos': 0.246, 'compound': 0.9975}",0.9975,pos,not sexist,0.998963952
1059,1636,"{'neg': 0.061, 'neu': 0.757, 'pos': 0.182, 'compound': 0.9949}",0.9949,pos,not sexist,0.998963952
1060,330,"{'neg': 0.025, 'neu': 0.808, 'pos': 0.167, 'compound': 0.988}",0.988,pos,not sexist,0.998963952
1061,1630,"{'neg': 0.146, 'neu': 0.531, 'pos': 0.323, 'compound': 0.9785}",0.9785,pos,not sexist,0.998963952
1062,1638,"{'neg': 0.063, 'neu': 0.683, 'pos': 0.253, 'compound': 0.9998}",0.9998,pos,not sexist,0.998963952
1063,980,"{'neg': 0.063, 'neu': 0.604, 'pos': 0.333, 'compound': 0.9983}",0.9983,pos,not sexist,0.998963952
1064,307,"{'neg': 0.05, 'neu': 0.713, 'pos': 0.236, 'compound': 0.9992}",0.9992,pos,not sexist,0.998963952
1065,1692,"{'neg': 0.051, 'neu': 0.751, 'pos': 0.198, 'compound': 0.9641}",0.9641,pos,not sexist,0.998963952
1066,277,"{'neg': 0.087, 'neu': 0.735, 'pos': 0.178, 'compound': 0.9873}",0.9873,pos,not sexist,0.998963952
1067,1694,"{'neg': 0.069, 'neu': 0.735, 'pos': 0.196, 'compound': 0.9943}",0.9943,pos,not sexist,0.998963952
1068,275,"{'neg': 0.118, 'neu': 0.654, 'pos': 0.228, 'compound': 0.9965}",0.9965,pos,not sexist,0.998963952
1069,1696,"{'neg': 0.109, 'neu': 0.719, 'pos': 0.172, 'compound': 0.9795}",0.9795,pos,not sexist,0.998963952
1070,273,"{'neg': 0.117, 'neu': 0.622, 'pos': 0.262, 'compound': 0.765}",0.765,pos,not sexist,0.998963952
1071,1698,"{'neg': 0.096, 'neu': 0.735, 'pos': 0.169, 'compound': 0.9806}",0.9806,pos,not sexist,0.998963952
1072,271,"{'neg': 0.052, 'neu': 0.797, 'pos': 0.151, 'compound': 0.9922}",0.9922,pos,not sexist,0.998963952
1073,1700,"{'neg': 0.082, 'neu': 0.786, 'pos': 0.132, 'compound': 0.8868}",0.8868,pos,not sexist,0.998963952
1074,1702,"{'neg': 0.086, 'neu': 0.699, 'pos': 0.215, 'compound': 0.9833}",0.9833,pos,not sexist,0.998963952
1075,268,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.9399}",0.9399,pos,not sexist,0.998963952
1076,1704,"{'neg': 0.116, 'neu': 0.669, 'pos': 0.214, 'compound': 0.9819}",0.9819,pos,not sexist,0.998963952
1077,266,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9892}",0.9892,pos,not sexist,0.998963952
1078,1706,"{'neg': 0.19, 'neu': 0.651, 'pos': 0.16, 'compound': -0.631}",-0.631,neg,not sexist,0.998963952
1079,264,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.9841}",0.9841,pos,not sexist,0.998963952
1080,262,"{'neg': 0.023, 'neu': 0.863, 'pos': 0.114, 'compound': 0.9922}",0.9922,pos,not sexist,0.998963952
1081,260,"{'neg': 0.039, 'neu': 0.788, 'pos': 0.173, 'compound': 0.9959}",0.9959,pos,not sexist,0.998963952
1082,1710,"{'neg': 0.121, 'neu': 0.793, 'pos': 0.086, 'compound': -0.9296}",-0.9296,neg,not sexist,0.998963952
1083,258,"{'neg': 0.078, 'neu': 0.757, 'pos': 0.165, 'compound': 0.9849}",0.9849,pos,not sexist,0.998963952
1084,1712,"{'neg': 0.076, 'neu': 0.806, 'pos': 0.118, 'compound': 0.2263}",0.2263,pos,not sexist,0.998963952
1085,256,"{'neg': 0.069, 'neu': 0.731, 'pos': 0.2, 'compound': 0.9984}",0.9984,pos,not sexist,0.998963952
1086,1714,"{'neg': 0.092, 'neu': 0.787, 'pos': 0.122, 'compound': 0.171}",0.171,pos,not sexist,0.998963952
1087,254,"{'neg': 0.038, 'neu': 0.712, 'pos': 0.25, 'compound': 0.9996}",0.9996,pos,not sexist,0.998963952
1088,1716,"{'neg': 0.037, 'neu': 0.795, 'pos': 0.169, 'compound': 0.9804}",0.9804,pos,not sexist,0.998963952
1089,252,"{'neg': 0.114, 'neu': 0.674, 'pos': 0.212, 'compound': 0.9755}",0.9755,pos,not sexist,0.998963952
1090,279,"{'neg': 0.079, 'neu': 0.847, 'pos': 0.074, 'compound': -0.3818}",-0.3818,neg,not sexist,0.998963952
1091,1660,"{'neg': 0.06, 'neu': 0.794, 'pos': 0.146, 'compound': 0.9979}",0.9979,pos,not sexist,0.998963952
1092,1690,"{'neg': 0.108, 'neu': 0.739, 'pos': 0.152, 'compound': 0.9936}",0.9936,pos,not sexist,0.998963952
1093,1688,"{'neg': 0.079, 'neu': 0.826, 'pos': 0.096, 'compound': 0.5057}",0.5057,pos,not sexist,0.998963952
1094,1662,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos,not sexist,0.998963952
1095,305,"{'neg': 0.025, 'neu': 0.808, 'pos': 0.167, 'compound': 0.988}",0.988,pos,not sexist,0.998963952
1096,1664,"{'neg': 0.023, 'neu': 0.508, 'pos': 0.469, 'compound': 0.9912}",0.9912,pos,not sexist,0.998963952
1097,303,"{'neg': 0.052, 'neu': 0.803, 'pos': 0.146, 'compound': 0.9906}",0.9906,pos,not sexist,0.998963952
1098,1666,"{'neg': 0.044, 'neu': 0.701, 'pos': 0.255, 'compound': 0.9928}",0.9928,pos,not sexist,0.998963952
1099,301,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.983}",0.983,pos,not sexist,0.998963952
1100,1668,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.8271}",0.8271,pos,not sexist,0.998963952
1101,299,"{'neg': 0.035, 'neu': 0.798, 'pos': 0.168, 'compound': 0.9993}",0.9993,pos,not sexist,0.998963952
1102,1610,"{'neg': 0.064, 'neu': 0.821, 'pos': 0.115, 'compound': 0.984}",0.984,pos,not sexist,0.998963952
1103,1670,"{'neg': 0.096, 'neu': 0.68, 'pos': 0.224, 'compound': 0.9974}",0.9974,pos,not sexist,0.998963952
1104,297,"{'neg': 0.102, 'neu': 0.757, 'pos': 0.141, 'compound': 0.9137}",0.9137,pos,not sexist,0.998963952
1105,1672,"{'neg': 0.033, 'neu': 0.798, 'pos': 0.169, 'compound': 0.999}",0.999,pos,not sexist,0.998963952
1106,295,"{'neg': 0.082, 'neu': 0.776, 'pos': 0.142, 'compound': 0.9064}",0.9064,pos,not sexist,0.998963952
1107,1674,"{'neg': 0.024, 'neu': 0.792, 'pos': 0.183, 'compound': 0.9996}",0.9996,pos,not sexist,0.998963952
1108,293,"{'neg': 0.041, 'neu': 0.825, 'pos': 0.134, 'compound': 0.8518}",0.8518,pos,not sexist,0.998963952
1109,1676,"{'neg': 0.035, 'neu': 0.812, 'pos': 0.153, 'compound': 0.9596}",0.9596,pos,not sexist,0.998963952
1110,1678,"{'neg': 0.096, 'neu': 0.69, 'pos': 0.214, 'compound': 0.9813}",0.9813,pos,not sexist,0.998963952
1111,1680,"{'neg': 0.042, 'neu': 0.753, 'pos': 0.205, 'compound': 0.9908}",0.9908,pos,not sexist,0.998963952
1112,289,"{'neg': 0.087, 'neu': 0.781, 'pos': 0.132, 'compound': 0.9563}",0.9563,pos,not sexist,0.998963952
1113,1682,"{'neg': 0.03, 'neu': 0.842, 'pos': 0.129, 'compound': 0.9843}",0.9843,pos,not sexist,0.998963952
1114,287,"{'neg': 0.05, 'neu': 0.817, 'pos': 0.133, 'compound': 0.9001}",0.9001,pos,not sexist,0.998963952
1115,1684,"{'neg': 0.052, 'neu': 0.742, 'pos': 0.205, 'compound': 0.999}",0.999,pos,not sexist,0.998963952
1116,285,"{'neg': 0.142, 'neu': 0.694, 'pos': 0.164, 'compound': 0.9747}",0.9747,pos,not sexist,0.998963952
1117,1686,"{'neg': 0.081, 'neu': 0.737, 'pos': 0.182, 'compound': 0.9965}",0.9965,pos,not sexist,0.998963952
1118,283,"{'neg': 0.075, 'neu': 0.719, 'pos': 0.206, 'compound': 0.9934}",0.9934,pos,not sexist,0.998963952
1119,281,"{'neg': 0.086, 'neu': 0.721, 'pos': 0.194, 'compound': 0.9965}",0.9965,pos,not sexist,0.998963952
1120,358,"{'neg': 0.014, 'neu': 0.574, 'pos': 0.411, 'compound': 0.9961}",0.9961,pos,not sexist,0.998963952
1121,1598,"{'neg': 0.041, 'neu': 0.789, 'pos': 0.17, 'compound': 0.9172}",0.9172,pos,not sexist,0.998963952
1122,360,"{'neg': 0.016, 'neu': 0.741, 'pos': 0.242, 'compound': 0.9995}",0.9995,pos,not sexist,0.998963952
1123,1517,"{'neg': 0.052, 'neu': 0.776, 'pos': 0.172, 'compound': 0.9697}",0.9697,pos,not sexist,0.998963952
1124,448,"{'neg': 0.11, 'neu': 0.752, 'pos': 0.138, 'compound': 0.9024}",0.9024,pos,not sexist,0.998963952
1125,1519,"{'neg': 0.054, 'neu': 0.835, 'pos': 0.11, 'compound': 0.9103}",0.9103,pos,not sexist,0.998963952
1126,445,"{'neg': 0.064, 'neu': 0.769, 'pos': 0.167, 'compound': 0.9819}",0.9819,pos,not sexist,0.998963952
1127,443,"{'neg': 0.051, 'neu': 0.67, 'pos': 0.278, 'compound': 0.9982}",0.9982,pos,not sexist,0.998963952
1128,1523,"{'neg': 0.082, 'neu': 0.404, 'pos': 0.514, 'compound': 0.9811}",0.9811,pos,not sexist,0.998963952
1129,441,"{'neg': 0.06, 'neu': 0.802, 'pos': 0.138, 'compound': 0.9931}",0.9931,pos,not sexist,0.998963952
1130,1525,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.8176}",0.8176,pos,not sexist,0.998963952
1131,439,"{'neg': 0.043, 'neu': 0.73, 'pos': 0.228, 'compound': 0.9891}",0.9891,pos,not sexist,0.998963952
1132,1527,"{'neg': 0.069, 'neu': 0.728, 'pos': 0.203, 'compound': 0.9836}",0.9836,pos,not sexist,0.998963952
1133,437,"{'neg': 0.037, 'neu': 0.582, 'pos': 0.381, 'compound': 0.9977}",0.9977,pos,not sexist,0.998963952
1134,1529,"{'neg': 0.118, 'neu': 0.715, 'pos': 0.167, 'compound': 0.9087}",0.9087,pos,not sexist,0.998963952
1135,435,"{'neg': 0.039, 'neu': 0.79, 'pos': 0.171, 'compound': 0.9476}",0.9476,pos,not sexist,0.998963952
1136,1531,"{'neg': 0.006, 'neu': 0.842, 'pos': 0.152, 'compound': 0.9941}",0.9941,pos,not sexist,0.998963952
1137,433,"{'neg': 0.06, 'neu': 0.718, 'pos': 0.222, 'compound': 0.9994}",0.9994,pos,not sexist,0.998963952
1138,1533,"{'neg': 0.087, 'neu': 0.697, 'pos': 0.216, 'compound': 0.9822}",0.9822,pos,not sexist,0.998963952
1139,431,"{'neg': 0.056, 'neu': 0.783, 'pos': 0.161, 'compound': 0.9986}",0.9986,pos,not sexist,0.998963952
1140,1535,"{'neg': 0.099, 'neu': 0.742, 'pos': 0.159, 'compound': 0.928}",0.928,pos,not sexist,0.998963952
1141,429,"{'neg': 0.059, 'neu': 0.774, 'pos': 0.167, 'compound': 0.9896}",0.9896,pos,not sexist,0.998963952
1142,1537,"{'neg': 0.055, 'neu': 0.791, 'pos': 0.154, 'compound': 0.9981}",0.9981,pos,not sexist,0.998963952
1143,427,"{'neg': 0.023, 'neu': 0.707, 'pos': 0.269, 'compound': 0.9989}",0.9989,pos,not sexist,0.998963952
1144,1539,"{'neg': 0.071, 'neu': 0.775, 'pos': 0.154, 'compound': 0.98}",0.98,pos,not sexist,0.998963952
1145,1541,"{'neg': 0.032, 'neu': 0.804, 'pos': 0.164, 'compound': 0.7579}",0.7579,pos,not sexist,0.998963952
1146,424,"{'neg': 0.084, 'neu': 0.748, 'pos': 0.168, 'compound': 0.9795}",0.9795,pos,not sexist,0.998963952
1147,1543,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.2584}",-0.2584,neg,not sexist,0.998963952
1148,1515,"{'neg': 0.07, 'neu': 0.741, 'pos': 0.189, 'compound': 0.9935}",0.9935,pos,not sexist,0.998963952
1149,451,"{'neg': 0.102, 'neu': 0.649, 'pos': 0.249, 'compound': 0.9767}",0.9767,pos,not sexist,0.998963952
1150,1513,"{'neg': 0.113, 'neu': 0.789, 'pos': 0.098, 'compound': -0.6461}",-0.6461,neg,not sexist,0.998963952
1151,453,"{'neg': 0.131, 'neu': 0.746, 'pos': 0.124, 'compound': -0.5082}",-0.5082,neg,not sexist,0.998963952
1152,1484,"{'neg': 0.091, 'neu': 0.811, 'pos': 0.098, 'compound': -0.0964}",-0.0964,neg,not sexist,0.998963952
1153,1486,"{'neg': 0.053, 'neu': 0.757, 'pos': 0.189, 'compound': 0.8316}",0.8316,pos,not sexist,0.998963952
1154,478,"{'neg': 0.044, 'neu': 0.736, 'pos': 0.22, 'compound': 0.998}",0.998,pos,not sexist,0.998963952
